Marker	g00	Gene	One	Two	Three	Four	Goterms	KO	Function
pacnes16:g001574:G000194865:HMPREF9341_RS08910__WP_002520923.1_1	g001574	1574	765123.HMPREF9621_02739	2.90E-141	506.9			K00008	Dehydrogenase
pacnes16:g003857:G000735065:PAST3_RS07215__WP_032503087.1_1	g003857	3857	267747.PPA2327	4.60E-208	728.8	UXUA		K01686	Catalyzes the dehydration of D-mannonate (By similarity)
pacnes16:g003875:G000735065:PAST3_RS08675__WP_032502776.1_1	g003875	3875	267747.PPA0175	2.10E-200	703.4	CYDB	"GO:0003674,GO:0003824,GO:0005488,GO:0005506,GO:0005575,GO:0005623,GO:0005886,GO:0006091,GO:0006461,GO:0008150,GO:0008152,GO:0009055,GO:0009060,GO:0009987,GO:0015980,GO:0016020,GO:0016043,GO:0016491,GO:0016679,GO:0016682,GO:0017004,GO:0019646,GO:0020037,GO:0022607,GO:0022900,GO:0022904,GO:0032991,GO:0034622,GO:0040007,GO:0043167,GO:0043169,GO:0043234,GO:0043623,GO:0043933,GO:0044085,GO:0044237,GO:0044464,GO:0044710,GO:0045333,GO:0046872,GO:0046906,GO:0046914,GO:0055114,GO:0065003,GO:0070069,GO:0070271,GO:0071822,GO:0071840,GO:0071944,GO:0097159,GO:1901363"	K00426	cytochrome D ubiquinol oxidase (subunit II)
pacnes16:g001135:G000145175:HMPREF9616_RS04005__WP_002520392.1_1	g001135	1135	267747.PPA0755	1.50E-203	713.8	MRAY	"GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0040007,GO:0044464,GO:0071944"	K01000	First step of the lipid cycle reactions in the biosynthesis of the cell wall peptidoglycan (By similarity)
pacnes16:g000826:G000144835:HMPREF9574_RS06670__WP_002515305.1_1	g000826	826	267747.PPA0722	2.00E-203	713.4	GLK		K00845	Glucokinase
pacnes16:g003267:G000521445:JCM18920_1717__GAE80073.1_1	g003267	3267	267747.PPA1626	5.10E-199	698.7	LIGA	"GO:0000287,GO:0003674,GO:0003824,GO:0003909,GO:0003911,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006259,GO:0006260,GO:0006266,GO:0006281,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016020,GO:0016874,GO:0016886,GO:0030312,GO:0033554,GO:0034641,GO:0034645,GO:0040007,GO:0043167,GO:0043169,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044763,GO:0046483,GO:0046872,GO:0050896,GO:0051716,GO:0071704,GO:0071944,GO:0090304,GO:1901360,GO:1901576"	K01972	DNA ligase that catalyzes the formation of phosphodiester linkages between 5'-phosphoryl and 3'-hydroxyl groups in double-stranded DNA using NAD as a coenzyme and as the energy source for the reaction. It is essential for DNA replication and repair of damaged DNA (By similarity)
pacnes16:g000636:G000144755:HMPREF9571_RS05125__WP_002516429.1_1	g000636	636	267747.PPA1174	3.90E-207	725.7				
pacnes16:g002715:G000521405:JCM18916_1250__GAE71872.1_1	g002715	2715	267747.PPA0345	1.10E-153	548.1				
pacnes16:g001150:G000145175:HMPREF9616_RS06895__WP_002550899.1_1	g001150	1150	428125.CLOLEP_00129	2.00E-195	686.8	SPR		K19224	NlpC p60 family protein
pacnes16:g002501:G000521385:JCM18909_3091__GAE69835.1_1	g002501	2501	267747.PPA0034	3.70E-197	692.6	HISC		"K00817,K01239"	May catalyze the transamination reaction in phenylalanine biosynthesis (By similarity)
pacnes16:g000227:G000144245:HMPREF9572_RS02830__WP_002515885.1_1	g000227	227	267747.PPA2315	1.70E-202	710.3	GPSA	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	K00057	Glycerol-3-phosphate dehydrogenase
pacnes16:g003665:G000735055:PAST2_RS10065__WP_002514966.1_1	g003665	3665	267747.PPA1969	4.50E-195	685.6	PURM	"GO:0003674,GO:0003824,GO:0004641,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009150,GO:0009152,GO:0009165,GO:0009259,GO:0009260,GO:0009987,GO:0016020,GO:0016874,GO:0016879,GO:0016882,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0044710,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:0072522,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576"	K01933	Phosphoribosylformylglycinamidine cyclo-ligase
pacnes16:g003275:G000521445:JCM18920_1797__GAE80146.1_1	g003275	3275	1051006.HMPREF1162_0996	2.70E-147	526.9			K06158	ABC transporter
pacnes16:g000414:G000144465:HMPREF9599_RS00785__pseudo_1	g000414	414	446471.Xcel_0242	1.40E-94	351.7			K07504	Type I restriction enzyme R protein N terminus (HSDR_N)
pacnes16:g000212:G000144205:HMPREF9575_RS09315__WP_002519704.1_1	g000212	212	267747.PPA2139	5.40E-201	705.3				PE-PPE domain
pacnes16:g000197:G000144205:HMPREF9575_RS04200__WP_032501285.1_1	g000197	197	452652.KSE_42350	1.20E-91	342	SBNA		"K01697,K01738"	Cysteine synthase
pacnes16:g003485:G000521445:JCM18920_559__GAE79017.1_1	g003485	3485	267747.PPA0941	6.80E-204	714.9	LEUA		K01649	Catalyzes the condensation of the acetyl group of acetyl-CoA with 3-methyl-2-oxobutanoate (2-oxoisovalerate) to form 3-carboxy-3-hydroxy-4-methylpentanoate (2-isopropylmalate) (By similarity)
pacnes16:g000917:G000144895:HMPREF9578_RS0111090__pseudo_1	g000917	917	267747.PPA2156	2.10E-62	243.4	OPPF		"K02032,K10823"	"Oligopeptide dipeptide abc transporter, atpase subunit"
pacnes16:g000917:G000144895:HMPREF9578_RS0111090__pseudo_2	g000917	917	267747.PPA2156	2.20E-117	426.8	OPPF		"K02032,K10823"	"Oligopeptide dipeptide abc transporter, atpase subunit"
pacnes16:g003563:G000730465:FB41_RS0111735__pseudo_1	g003563	3563	267747.PPA0633	3.10E-90	336.7				EamA-like transporter family
pacnes16:g001602:G000194905:HMPREF9344_RS0111705__WP_002550766.1_1	g001602	1602	267747.PPA1072	5.60E-190	668.7	ADHC	"GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0016020,GO:0030312,GO:0044424,GO:0044444,GO:0044464,GO:0071944"	K13979	alcohol dehydrogenase
pacnes16:g000397:G000144385:HMPREF9595_RS08780__WP_002515013.1_1	g000397	397	267747.PPA1072	1.20E-203	714.1	ADHC	"GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0016020,GO:0030312,GO:0044424,GO:0044444,GO:0044464,GO:0071944"	K13979	alcohol dehydrogenase
pacnes16:g000772:G000144815:HMPREF9576_RS05010__WP_002516169.1_1	g000772	772	267747.PPA0781	3.10E-180	636.3	HMUU	"GO:0000041,GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006826,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015399,GO:0015405,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022804,GO:0022857,GO:0030001,GO:0034641,GO:0034655,GO:0042278,GO:0042454,GO:0042623,GO:0042626,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658"	"K02015,K02016"	transport system permease protein
pacnes16:g000184:G000144205:HMPREF9575_RS0111545__pseudo_1	g000184	184	369723.Strop_2284	1.70E-37	162.2				Aminoglycoside phosphotransferase
pacnes16:g001110:G000145155:HMPREF9586_RS07015__WP_002518683.1_1	g001110	1110	267747.PPA0229	3.20E-177	626.3				
pacnes16:g000535:G000144505:HMPREF9563_RS04810__WP_002515346.1_1	g000535	535	267747.PPA1350	4.90E-194	682.2	ARGC	"GO:0000166,GO:0003674,GO:0003824,GO:0003942,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016491,GO:0016620,GO:0016903,GO:0019752,GO:0036094,GO:0040007,GO:0043167,GO:0043168,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0044710,GO:0044711,GO:0046394,GO:0048037,GO:0050661,GO:0050662,GO:0055114,GO:0070401,GO:0071704,GO:0097159,GO:1901265,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607"	K00145	N-acetyl-glutamate semialdehyde dehydrogenase
pacnes16:g002035:G000252385:TICEST70_RS07665__WP_002522782.1_1	g002035	2035	1051006.HMPREF1162_1399	3.70E-202	709.1	GPSA	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	K00057	Glycerol-3-phosphate dehydrogenase
pacnes16:g001227:G000145435:HMPREF9584_RS07205__WP_002526153.1_1	g001227	1227	1051006.HMPREF1162_2314	2.80E-80	304.3			K06147	abc transporter
pacnes16:g001644:G000194905:HMPREF9344_RS06785__WP_002523156.1_1	g001644	1644	267747.PPA0539	1.60E-200	703.7			"K00001,K13953"	Alcohol dehydrogenase GroES-like domain
pacnes16:g001655:G000194905:HMPREF9344_RS08990__WP_002522853.1_1	g001655	1655	267747.PPA0063	1.70E-210	736.9				type i phosphodiesterase nucleotide pyrophosphatase
pacnes16:g001828:G000217615:TIB1ST10_RS11685__WP_002515813.1_1	g001828	1828	267747.PPA2309	2.50E-198	696.4	TRXB	"GO:0000166,GO:0001666,GO:0003674,GO:0003824,GO:0003916,GO:0003918,GO:0004356,GO:0004791,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006220,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0008094,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009607,GO:0009628,GO:0009987,GO:0015035,GO:0015036,GO:0016209,GO:0016211,GO:0016462,GO:0016491,GO:0016651,GO:0016667,GO:0016668,GO:0016787,GO:0016817,GO:0016818,GO:0016853,GO:0016874,GO:0016879,GO:0016880,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0019725,GO:0034641,GO:0034655,GO:0036094,GO:0036293,GO:0040007,GO:0042278,GO:0042454,GO:0042592,GO:0042623,GO:0043167,GO:0043168,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044403,GO:0044419,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0045454,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0048037,GO:0050660,GO:0050661,GO:0050662,GO:0050789,GO:0050794,GO:0050896,GO:0051701,GO:0051704,GO:0051707,GO:0052173,GO:0052200,GO:0052564,GO:0052572,GO:0055086,GO:0055114,GO:0061505,GO:0065007,GO:0065008,GO:0070402,GO:0070482,GO:0071704,GO:0072521,GO:0072523,GO:0072527,GO:0075136,GO:0097159,GO:1901135,GO:1901136,GO:1901265,GO:1901292,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658"	"K00384,K03671"	thioredoxin reductase
pacnes16:g002739:G000521405:JCM18916_1535__GAE72133.1_1	g002739	2739	267747.PPA0584	2.90E-191	672.9	ARGF	"GO:0003674,GO:0003824,GO:0004585,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006591,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016740,GO:0016741,GO:0016743,GO:0019752,GO:0033554,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0044699,GO:0044710,GO:0044711,GO:0044763,GO:0046394,GO:0050896,GO:0051716,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607"	K00611	ornithine carbamoyltransferase
pacnes16:g001663:G000194905:HMPREF9344_RS09465__WP_002522778.1_1	g001663	1663	1051006.HMPREF1162_1394	4.40E-195	685.6	TRXB	"GO:0000166,GO:0001666,GO:0003674,GO:0003824,GO:0003916,GO:0003918,GO:0004356,GO:0004791,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006220,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0008094,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009607,GO:0009628,GO:0009987,GO:0015035,GO:0015036,GO:0016209,GO:0016211,GO:0016462,GO:0016491,GO:0016651,GO:0016667,GO:0016668,GO:0016787,GO:0016817,GO:0016818,GO:0016853,GO:0016874,GO:0016879,GO:0016880,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0019725,GO:0034641,GO:0034655,GO:0036094,GO:0036293,GO:0040007,GO:0042278,GO:0042454,GO:0042592,GO:0042623,GO:0043167,GO:0043168,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044403,GO:0044419,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0045454,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0048037,GO:0050660,GO:0050661,GO:0050662,GO:0050789,GO:0050794,GO:0050896,GO:0051701,GO:0051704,GO:0051707,GO:0052173,GO:0052200,GO:0052564,GO:0052572,GO:0055086,GO:0055114,GO:0061505,GO:0065007,GO:0065008,GO:0070402,GO:0070482,GO:0071704,GO:0072521,GO:0072523,GO:0072527,GO:0075136,GO:0097159,GO:1901135,GO:1901136,GO:1901265,GO:1901292,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658"	"K00384,K03671"	thioredoxin reductase
pacnes16:g000344:G000144345:HMPREF9596_RS0111140__pseudo_1	g000344	344	267747.PPA1485	2.10E-38	163.3	SRLE	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	"K02782,K02783"	PTS system glucitol sorbitol-specific
pacnes16:g000344:G000144345:HMPREF9596_RS0111140__pseudo_2	g000344	344	267747.PPA1485	9.20E-134	481.5	SRLE	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	"K02782,K02783"	PTS system glucitol sorbitol-specific
pacnes16:g001241:G000145435:HMPREF9584_RS08685__WP_002526056.1_1	g001241	1241	565653.EGBG_01561	9.20E-52	209.5				ABC transporter ATP-binding
pacnes16:g001187:G000145335:HMPREF9573_RS05100__WP_002515123.1_1	g001187	1187	267747.PPA0621	1.20E-200	704.1	TDH		"K00004,K00008"	Alcohol dehydrogenase GroES domain protein
pacnes16:g000300:G000144285:HMPREF9592_RS02595__WP_002515261.1_1	g000300	300	267747.PPA0669	9.50E-190	667.9				Membrane
pacnes16:g001580:G000194865:HMPREF9341_RS09165__WP_002512675.1_1	g001580	1580	649743.HMPREF0972_00727	2.20E-106	391	YOAD		K00058	Dehydrogenase
pacnes16:g003505:G000521445:JCM18920_733__GAE79180.1_1	g003505	3505	267747.PPA1046	1.20E-195	687.6				ABC superfamily ATP binding cassette transporter
pacnes16:g003637:G000735055:PAST2_RS04530__WP_002532661.1_1	g003637	3637	765123.HMPREF9621_02290	5.90E-200	701.8	COBD	"GO:0005575,GO:0005576,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	K02227	Converts cobyric acid to cobinamide by the addition of aminopropanol on the F carboxylic group (By similarity)
pacnes16:g003038:G000521425:JCM18918_262__GAE74629.1_1	g003038	3038	267747.PPA1160	8.00E-173	611.7	RUVB	"GO:0000725,GO:0003674,GO:0003678,GO:0003824,GO:0004386,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006259,GO:0006281,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0007154,GO:0008150,GO:0008152,GO:0009378,GO:0009432,GO:0009605,GO:0009987,GO:0009991,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0031668,GO:0032392,GO:0032508,GO:0032991,GO:0033554,GO:0034641,GO:0043170,GO:0043234,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0044699,GO:0044763,GO:0046483,GO:0048476,GO:0050896,GO:0051716,GO:0071103,GO:0071496,GO:0071704,GO:0090304,GO:1901360"	K03551	"The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing (By similarity)"
pacnes16:g003441:G000521445:JCM18920_3368__GAE81583.1_1	g003441	3441	267747.PPA1774	6.80E-172	608.6				
pacnes16:g002627:G000521385:JCM18909_4077__GAE70697.1_1	g002627	2627	267747.PPA0874	5.00E-106	389.8	YPO3839			Uncharacterised protein family (UPF0261)
pacnes16:g000274:G000144265:HMPREF9598_RS03135__pseudo_1	g000274	274	267747.PPA1698	5.50E-190	668.7	SCLAV_2129			Glycosyl transferase
pacnes16:g000267:G000144265:HMPREF9598_RS0111485__pseudo_1	g000267	267	267747.PPA0088	6.30E-117	425.6	LACI	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464"	K02529	Transcriptional regulator
pacnes16:g000329:G000144325:HMPREF9600_RS04810__WP_002519207.1_1	g000329	329	267747.PPA0597	6.80E-188	661.8	ARGK		K07588	transport system atpase
pacnes16:g001940:G000240015:TIA2EST2_RS04960__WP_014172496.1_1	g001940	1940	267747.PPA1012	3.80E-191	672.5	RECA	"GO:0003674,GO:0003676,GO:0003677,GO:0003697,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006259,GO:0006281,GO:0006310,GO:0006725,GO:0006807,GO:0006928,GO:0006950,GO:0006974,GO:0007154,GO:0008150,GO:0008152,GO:0009432,GO:0009605,GO:0009987,GO:0009991,GO:0031668,GO:0033554,GO:0034641,GO:0040011,GO:0043170,GO:0043566,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0044699,GO:0044763,GO:0046483,GO:0048870,GO:0050896,GO:0051179,GO:0051674,GO:0051716,GO:0071496,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363"	K03553	"Can catalyze the hydrolysis of ATP in the presence of single-stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs. It interacts with LexA causing its activation and leading to its autocatalytic cleavage (By similarity)"
pacnes16:g001716:G000203995:HMPREF9343_RS05405__WP_032497239.1_1	g001716	1716	267747.PPA1116	3.60E-197	692.6	ISCS	"GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0009058,GO:0016043,GO:0016226,GO:0016740,GO:0016782,GO:0016783,GO:0022607,GO:0031071,GO:0031163,GO:0040007,GO:0044085,GO:0071840"	K04487	Cysteine desulfurase
pacnes16:g000358:G000144345:HMPREF9596_RS05465__WP_002515577.1_1	g000358	358	267747.PPA0918	3.20E-198	696			"K00004,K00008"	Alcohol dehydrogenase GroES domain protein
pacnes16:g003519:G000521445:JCM18920_86__GAE78578.1_1	g003519	3519	765123.HMPREF9621_00977	9.90E-139	498.4			K02030	ABC transporter substrate-binding protein
pacnes16:g001389:G000194825:HMPREF9337_RS03680__WP_002518842.1_1	g001389	1389	253839.SSNG_02550	2.70E-59	234.6				
pacnes16:g003842:G000735065:PAST3_RS06170__WP_032503311.1_1	g003842	3842	313589.JNB_08844	3.10E-60	237.7			K02529	Transcriptional regulator (LacI family
pacnes16:g003146:G000521425:JCM18918_4384__GAE78419.1_1	g003146	3146	267747.PPA2276	3.50E-192	676	ORD		K00215	dihydrodipicolinate reductase
pacnes16:g003319:G000521445:JCM18920_2172__GAE80491.1_1	g003319	3319	267747.PPA0255	9.70E-195	684.5				
pacnes16:g003565:G000730465:FB41_RS01920__WP_002515535.1_1	g003565	3565	267747.PPA0975	6.70E-196	688.3				growth
pacnes16:g002210:G000496895:H497_RS02455__WP_002522092.1_1	g002210	2210	267747.PPA1782	1.00E-191	674.5	GCP	"GO:0001948,GO:0003674,GO:0003824,GO:0004175,GO:0004222,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006508,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0009116,GO:0009119,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016787,GO:0019538,GO:0034470,GO:0034641,GO:0034660,GO:0042278,GO:0042802,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0046085,GO:0046128,GO:0046483,GO:0055086,GO:0070011,GO:0070525,GO:0070526,GO:0071704,GO:0072521,GO:0090304,GO:1901135,GO:1901360,GO:1901564,GO:1901657"	K01409	Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine (By similarity)
pacnes16:g000163:G000144185:HMPREF9564_RS09685__WP_002518084.1_1	g000163	163	267747.PPA2017	8.20E-202	708	OPUAC	"GO:0003674,GO:0003824,GO:0005215,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015399,GO:0015405,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022804,GO:0022857,GO:0034641,GO:0034655,GO:0042278,GO:0042454,GO:0042623,GO:0042626,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071704,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658"	"K02002,K03406"	Substrate-binding region of abc-type glycine betaine transport system
pacnes16:g001232:G000145435:HMPREF9584_RS08165__WP_002526095.1_1	g001232	1232	267747.PPA2276	2.00E-179	633.6	ORD		K00215	dihydrodipicolinate reductase
